"","Date","Open","High","Low","Last","Change","Settle","Volume","Prev. Day Open Interest"
"353",2014-12-18,445,450,445,NA,2.5,448.75,89,2130
"354",2014-12-17,444.75,448,444.5,NA,0.5,446,485,2091
"355",2014-12-16,444.5,449.25,444.25,NA,2,445.25,73,2078
"356",2014-12-15,446,450,445.75,NA,0.5,447.25,133,2067
"357",2014-12-12,441,448,441,446,6.5,446.5,247,1991
"358",2014-12-11,441,441.75,435.25,NA,3,439.75,61,1989
"359",2014-12-10,438,438.25,432.75,NA,1.5,436.75,300,1773
"360",2014-12-09,430.75,430.75,430.5,NA,5,438.5,29,1780
"361",2014-12-08,436.5,441,432.5,NA,4,433.5,58,1774
"362",2014-12-05,432.75,438.25,431,NA,4.5,438,24,1767
"363",2014-12-04,428,434,428,NA,5.5,433.25,71,1769
"364",2014-12-03,424,427.5,421.5,NA,2,427.5,282,1648
"365",2014-12-02,434,434,427.5,NA,7.5,425.5,168,1647
"366",2014-12-01,428,434,428,NA,1.5,433.25,17,1645
"367",2014-11-28,434.25,434.25,434.25,NA,3,432,27,1644
"368",2014-11-26,432.25,434.5,432.25,NA,2.5,435,11,1643
"369",2014-11-25,426.75,432.5,426.75,NA,5.5,432.25,150,1652
"370",2014-11-24,426.75,427.5,425.75,NA,3,426.5,371,1459
"371",2014-11-21,432.75,436.75,428.5,NA,0.75,429.5,1,1454
"372",2014-11-20,427,428,427,NA,8.75,430.25,6,1451
"373",2014-11-19,426.5,426.5,421.75,NA,9,421.5,72,1447
"374",2014-11-18,432.75,435.5,429.75,NA,4.75,430.5,35,1441
"375",2014-11-17,436.25,438.75,431.5,NA,2.25,435.25,31,1435
"376",2014-11-14,440,442.25,437.5,NA,5,437.5,19,1425
"377",2014-11-13,439.75,445,438.5,NA,5.5,442.5,144,1458
"378",2014-11-12,433,442,433,NA,2.75,437,67,1453
"379",2014-11-11,434,434,427,NA,4,434.25,1,1453
"380",2014-11-10,428.5,438,426.25,NA,1.75,430.25,63,1455
"381",2014-11-07,429.5,431.5,425.75,NA,3.25,428.5,24,1447
"382",2014-11-06,429.25,433.75,426.75,NA,2.75,431.75,54,1456
"383",2014-11-05,422.5,428.5,419.25,NA,6,429,17,1456
"384",2014-11-04,425.5,425.75,422.75,NA,6.75,423,26,1455
"385",2014-11-03,431.25,431.25,426.75,NA,3.25,429.75,5,1456
"386",2014-10-31,431.5,432,426.25,NA,2,433,206,1397
"387",2014-10-30,431.5,434.5,427.5,NA,NA,431,33,1386
"388",2014-10-29,426,429.75,426,NA,7.25,431,55,1365
"389",2014-10-28,421.5,429.25,421.5,NA,0.5,423.75,89,1370
"390",2014-10-27,416,420,416,NA,8.75,423.25,36,1358
"391",2014-10-24,420,423.25,416.25,NA,5.25,414.5,76,1386
"392",2014-10-23,413,420,413,NA,5.25,419.75,73,1360
"393",2014-10-22,416,420,414.5,NA,2,414.5,91,1349
"394",2014-10-21,410.75,416.5,410.75,NA,5.75,416.5,68,1350
"395",2014-10-20,407.75,411,405.25,NA,1.25,410.75,56,1343
"396",2014-10-17,412.25,412.25,408,NA,2.75,409.5,66,1308
"397",2014-10-16,408.5,410.75,407,410.5,3.5,412.25,39,1288
"398",2014-10-15,417.25,418.25,412.25,NA,9.25,408.5,104,1284
"399",2014-10-14,408,420,408,NA,9,417.75,147,1280
"400",2014-10-13,398.5,406.5,397,NA,10.25,408.75,56,1276
"401",2014-10-10,405,407,397.5,NA,7.5,398.5,71,1270
"402",2014-10-09,403.5,410,403.5,NA,0.25,406,185,1195
"403",2014-10-08,404,405.25,402.5,NA,1.75,405.75,112,1176
"404",2014-10-07,397,405,397,NA,7,404,87,1165
"405",2014-10-06,393,397,393,NA,8.5,397,28,1160
"406",2014-10-03,387,388.5,387,NA,1.5,388.5,22,1147
"407",2014-10-02,384.5,386.5,384.5,NA,2.5,387,27,1128
"408",2014-10-01,383.5,385.75,382,NA,1,384.5,164,1072
"409",2014-09-30,387,387,383.25,NA,3.5,383.5,44,1060
"410",2014-09-29,385,386.25,385,NA,2,387,24,1053
